source,target
BANF2,chr20-p12.1
APBB1IP,chr10-p12.1
MLIP,chr6-p12.1
ZNF451,chr6-p12.1
BCAT1,chr12-p12.1
POM121L12,chr7-p12.1
GYS2,chr12-p12.1
THNSL1,chr10-p12.1
LYZL1,chr10-p12.1
GRB10,chr7-p12.1
GFRAL,chr6-p12.1
LRRC1,chr6-p12.1
COBL,chr7-p12.1
GCLC,chr6-p12.1
DDC,chr7-p12.1
NDUFAF5,chr20-p12.1
COL21A1,chr6-p12.1
ESF1,chr20-p12.1
TINAG,chr6-p12.1
BMP5,chr6-p12.1
FAM83B,chr6-p12.1
MACROD2,chr20-p12.1
HS3ST4,chr16-p12.1
GPR158,chr10-p12.1
KLHL31,chr6-p12.1
AQP8,chr16-p12.1
ZKSCAN2,chr16-p12.1
TNRC6A,chr16-p12.1
IL21R,chr16-p12.1
IL4R,chr16-p12.1
MASTL,chr10-p12.1
ANKRD26,chr10-p12.1
LCMT1,chr16-p12.1
GSG1L,chr16-p12.1
BAG2,chr6-p12.1
GTF3C1,chr16-p12.1
RRBP1,chr20-p12.1
NSMCE1,chr16-p12.1
GCM1,chr6-p12.1
CMAS,chr12-p12.1
CILK1,chr6-p12.1
HMGCLL1,chr6-p12.1
VGLL3,chr3-p12.1
ACBD5,chr10-p12.1
SOX5,chr12-p12.1
ABI1,chr10-p12.1
SBK1,chr16-p12.1
NPIPB6,chr16-p12.1
NPIPB7,chr16-p12.1
FBXO9,chr6-p12.1
EIF3CL,chr16-p12.1
KDM8,chr16-p12.1
WAC,chr10-p12.1
BAMBI,chr10-p12.1
RAB18,chr10-p12.1
ETNK1,chr12-p12.1
BEND6,chr6-p12.1
KIAA1586,chr6-p12.1
HCRTR2,chr6-p12.1
XPO6,chr16-p12.1
MPP7,chr10-p12.1
LDHB,chr12-p12.1
SSPN,chr12-p12.1
ARHGAP21,chr10-p12.1
DNAI7,chr12-p12.1
FIGNL1,chr7-p12.1
ETFRF1,chr12-p12.1
YME1L1,chr10-p12.1
CLN3,chr16-p12.1
DST,chr6-p12.1
C16orf82,chr16-p12.1
CACNG3,chr16-p12.1
RBBP6,chr16-p12.1
KCNJ8,chr12-p12.1
CADM2,chr3-p12.1
SLCO1B1,chr12-p12.1
IAPP,chr12-p12.1
PYROXD1,chr12-p12.1
RECQL,chr12-p12.1
GOLT1B,chr12-p12.1
SPX,chr12-p12.1
ST8SIA1,chr12-p12.1
APOBR,chr16-p12.1
KATNIP,chr16-p12.1
LMNTD1,chr12-p12.1
C2CD5,chr12-p12.1
SLCO1A2,chr12-p12.1
ARHGAP17,chr16-p12.1
SLC5A11,chr16-p12.1
IRAG2,chr12-p12.1
ABCC9,chr12-p12.1
KRAS,chr12-p12.1
BHLHE41,chr12-p12.1
RASSF8,chr12-p12.1
SLX4IP,chr20-p12.2
BTBD3,chr20-p12.2
JAG1,chr20-p12.2
ARMC3,chr10-p12.2
PIP4K2A,chr10-p12.2
C10orf67,chr10-p12.2
MSRB2,chr10-p12.2
PTF1A,chr10-p12.2
MKKS,chr20-p12.2
KIAA1217,chr10-p12.2
SPAG6,chr10-p12.2
LAMP5,chr20-p12.2
TRAM2,chr6-p12.2
PAK5,chr20-p12.2
PKHD1,chr6-p12.2
PAQR8,chr6-p12.2
ZPBP,chr7-p12.2
TMEM14A,chr6-p12.2
VWC2,chr7-p12.2
GSTA2,chr6-p12.2
IL17F,chr6-p12.2
MCM3,chr6-p12.2
EFHC1,chr6-p12.2
SCNN1B,chr16-p12.2
IL17A,chr6-p12.2
SCNN1G,chr16-p12.2
HS3ST2,chr16-p12.2
POLR3E,chr16-p12.2
ANKEF1,chr20-p12.2
SNAP25,chr20-p12.2
GSTA3,chr6-p12.2
GSTA4,chr6-p12.2
SPATA48,chr7-p12.2
GSTA1,chr6-p12.2
GSTA5,chr6-p12.2
GBE1,chr3-p12.2
SLCO1B3-SLCO1B7,chr12-p12.2
ZP2,chr16-p12.2
ANKS4B,chr16-p12.2
NPIPB3,chr16-p12.2
CRYM,chr16-p12.2
IGSF6,chr16-p12.2
UQCRC2,chr16-p12.2
SLCO1B3,chr12-p12.2
OTOA,chr16-p12.2
OTUD1,chr10-p12.2
COG7,chr16-p12.2
GGA2,chr16-p12.2
EARS2,chr16-p12.2
UBFD1,chr16-p12.2
NDUFAB1,chr16-p12.2
PALB2,chr16-p12.2
DCTN5,chr16-p12.2
PLK1,chr16-p12.2
PDZD9,chr16-p12.2
SLCO1C1,chr12-p12.2
PDE3A,chr12-p12.2
IKZF1,chr7-p12.2
COMMD3,chr10-p12.2
COMMD3-BMI1,chr10-p12.2
BMI1,chr10-p12.2
ERN2,chr16-p12.2
CHP2,chr16-p12.2
PRKCB,chr16-p12.2
USP31,chr16-p12.2
CDR2,chr16-p12.2
NPIPB5,chr16-p12.2
METTL9,chr16-p12.2
NPIPB4,chr16-p12.2
MOSMO,chr16-p12.2
VWA3A,chr16-p12.2
SDR42E2,chr16-p12.2
EEF2K,chr16-p12.2
SHLD1,chr20-p12.3
TMX4,chr20-p12.3
CHGB,chr20-p12.3
BMP2,chr20-p12.3
TMEM230,chr20-p12.3
TRMT6,chr20-p12.3
HAO1,chr20-p12.3
GPCPD1,chr20-p12.3
CRLS1,chr20-p12.3
LRRN4,chr20-p12.3
PLCB1,chr20-p12.3
MCM8,chr20-p12.3
FERMT1,chr20-p12.3
MMUT,chr6-p12.3
PGK2,chr6-p12.3
PCNA,chr20-p12.3
CENPQ,chr6-p12.3
CDS2,chr20-p12.3
PROKR2,chr20-p12.3
CRISP2,chr6-p12.3
ABCA13,chr7-p12.3
PTPRO,chr12-p12.3
GLYATL3,chr6-p12.3
TNS3,chr7-p12.3
CYP39A1,chr6-p12.3
ADCY1,chr7-p12.3
SLC15A5,chr12-p12.3
MGST1,chr12-p12.3
EPS8,chr12-p12.3
TFAP2B,chr6-p12.3
RERG,chr12-p12.3
DERA,chr12-p12.3
STRAP,chr12-p12.3
UPP1,chr7-p12.3
CD2AP,chr6-p12.3
ADGRF1,chr6-p12.3
NPIPA9,chr16-p12.3
NPIPA8,chr16-p12.3
XYLT1,chr16-p12.3
TNFRSF21,chr6-p12.3
TMC5,chr16-p12.3
RPS15A,chr16-p12.3
SYT17,chr16-p12.3
TMC7,chr16-p12.3
KNOP1,chr16-p12.3
ARL6IP1,chr16-p12.3
PLCB4,chr20-p12.3
IQCK,chr16-p12.3
GPRC5B,chr16-p12.3
COQ7,chr16-p12.3
CCP110,chr16-p12.3
CLEC19A,chr16-p12.3
GDE1,chr16-p12.3
AEBP2,chr12-p12.3
TFAP2D,chr6-p12.3
ROBO2,chr3-p12.3
ZNF717,chr3-p12.3
GPR139,chr16-p12.3
CRISP3,chr6-p12.3
MEP1A,chr6-p12.3
OPN5,chr6-p12.3
PLCZ1,chr12-p12.3
CAPZA3,chr12-p12.3
PIK3C2G,chr12-p12.3
SLC25A27,chr6-p12.3
TDRD6,chr6-p12.3
PLA2G7,chr6-p12.3
ADGRF5,chr6-p12.3
CCDC201,chr7-p12.3
IGFBP1,chr7-p12.3
IGFBP3,chr7-p12.3
CRISP1,chr6-p12.3
DEFB114,chr6-p12.3
DEFB113,chr6-p12.3
DEFB110,chr6-p12.3
DEFB112,chr6-p12.3
PTCHD4,chr6-p12.3
ANKRD66,chr6-p12.3
HUS1,chr7-p12.3
C7orf57,chr7-p12.3
PKD1L1,chr7-p12.3
SUN3,chr7-p12.3
RCAN2,chr6-p12.3
LDAF1,chr16-p12.3
RHAG,chr6-p12.3
GP2,chr16-p12.3
UMOD,chr16-p12.3
PDILT,chr16-p12.3
ACSM5,chr16-p12.3
ACSM2A,chr16-p12.3
RERGL,chr12-p12.3
ITPRIPL2,chr16-p12.3
ACSM2B,chr16-p12.3
ACSM3,chr16-p12.3
THUMPD1,chr16-p12.3
REXO5,chr16-p12.3
ACSM1,chr16-p12.3
C6orf141,chr6-p12.3
ADGRF4,chr6-p12.3
CDC14C,chr7-p12.3
NOMO2,chr16-p12.3
ERI2,chr16-p12.3
DCUN1D3,chr16-p12.3
LYRM1,chr16-p12.3
DNAH3,chr16-p12.3
PLEKHA5,chr12-p12.3
VPS35L,chr16-p12.3
SMG1,chr16-p12.3
GUCY2C,chr12-p12.3
H2AJ,chr12-p12.3
WBP11,chr12-p12.3
C12orf60,chr12-p12.3
SMCO3,chr12-p12.3
ART4,chr12-p12.3
MGP,chr12-p12.3
ERP27,chr12-p12.3
ARHGDIB,chr12-p12.3
PDE6H,chr12-p12.3
LMO3,chr12-p12.3
H4-16,chr12-p12.3
FRG2C,chr3-p12.3
ROBO1,chr3-p12.3
CNTN3,chr3-p12.3
ARL5B,chr10-p12.31
NSUN6,chr10-p12.31
MALRD1,chr10-p12.31
DNAJC1,chr10-p12.31
PLXDC2,chr10-p12.31
SKIDA1,chr10-p12.31
NEBL,chr10-p12.31
MLLT10,chr10-p12.31
EBLN1,chr10-p12.31
MRC1,chr10-p12.33
ST8SIA6,chr10-p12.33
SLC39A12,chr10-p12.33
HACD1,chr10-p12.33
STAM,chr10-p12.33
TMEM236,chr10-p12.33
CACNB2,chr10-p12.33
ADRA1D,chr20-p13
RSPO4,chr20-p13
DEFB129,chr20-p13
ANGPT4,chr20-p13
SIRPG,chr20-p13
DEFB125,chr20-p13
ATRN,chr20-p13
PDYN,chr20-p13
FAM110A,chr20-p13
DEFB128,chr20-p13
SMOX,chr20-p13
DEFB126,chr20-p13
ZNF343,chr20-p13
STK35,chr20-p13
SCRT2,chr20-p13
DEFB127,chr20-p13
SLC23A2,chr20-p13
IDH3B,chr20-p13
NOP56,chr20-p13
APBB2,chr4-p13
SEPHS1,chr10-p13
OPTN,chr10-p13
MEIG1,chr10-p13
UCHL1,chr4-p13
PHYH,chr10-p13
CCDC3,chr10-p13
UCMA,chr10-p13
SUV39H2,chr10-p13
ACBD7,chr10-p13
RPP38,chr10-p13
FRMD4A,chr10-p13
CUBN,chr10-p13
TMEM33,chr4-p13
TRDMT1,chr10-p13
C1QL3,chr10-p13
MINDY3,chr10-p13
LIMCH1,chr4-p13
SIRPB1,chr20-p13
SRXN1,chr20-p13
ITGA8,chr10-p13
DCLRE1C,chr10-p13
SHISA3,chr4-p13
DCAF4L1,chr4-p13
KCTD8,chr4-p13
SIRPA,chr20-p13
PHOX2B,chr4-p13
RSU1,chr10-p13
NMT2,chr10-p13
MRPS26,chr20-p13
OXT,chr20-p13
AVP,chr20-p13
UBOX5,chr20-p13
DDRGK1,chr20-p13
ITPA,chr20-p13
PRRG4,chr11-p13
SLC30A9,chr4-p13
CAT,chr11-p13
EIF3M,chr11-p13
PSMF1,chr20-p13
SNPH,chr20-p13
SDCBP2,chr20-p13
SIRPB2,chr20-p13
SIRPD,chr20-p13
HIPK3,chr11-p13
FKBP1A,chr20-p13
SLC4A11,chr20-p13
CAPRIN1,chr11-p13
FJX1,chr11-p13
WT1,chr11-p13
GNRH2,chr20-p13
PRNP,chr20-p13
PRND,chr20-p13
RASSF2,chr20-p13
DNAJC24,chr11-p13
TRIM44,chr11-p13
RAMP3,chr7-p13
PRR5L,chr11-p13
COMMD9,chr11-p13
FAM171A1,chr10-p13
ELP4,chr11-p13
ABTB2,chr11-p13
DEPDC7,chr11-p13
TCP11L1,chr11-p13
TBRG4,chr7-p13
GFRA4,chr20-p13
HSPA12B,chr20-p13
C20orf27,chr20-p13
SPEF1,chr20-p13
CENPB,chr20-p13
AP5S1,chr20-p13
MAVS,chr20-p13
SIGLEC1,chr20-p13
NACAD,chr7-p13
IMMP1L,chr11-p13
DEFB132,chr20-p13
C20orf96,chr20-p13
ZCCHC3,chr20-p13
CSTF3,chr11-p13
NRSN2,chr20-p13
RBCK1,chr20-p13
TBC1D20,chr20-p13
CSNK2A1,chr20-p13
STK17A,chr7-p13
CAMK2B,chr7-p13
LDLRAD3,chr11-p13
NUDCD3,chr7-p13
SLC52A3,chr20-p13
BLVRA,chr7-p13
RNF24,chr20-p13
NSFL1C,chr20-p13
CDC25B,chr20-p13
TMC2,chr20-p13
SOX12,chr20-p13
DNAAF9,chr20-p13
PANK2,chr20-p13
EBF4,chr20-p13
CPXM1,chr20-p13
C20orf141,chr20-p13
TMEM239,chr20-p13
PCED1A,chr20-p13
VPS16,chr20-p13
TCF15,chr20-p13
TRIB3,chr20-p13
LZTS3,chr20-p13
TMEM74B,chr20-p13
PTPRA,chr20-p13
RAD21L1,chr20-p13
TMED4,chr7-p13
OLAH,chr10-p13
LMO2,chr11-p13
CDNF,chr10-p13
HSPA14,chr10-p13
ADAM33,chr20-p13
MYO1G,chr7-p13
TGM3,chr20-p13
TGM6,chr20-p13
SNRPB,chr20-p13
C20orf202,chr20-p13
SLC1A2,chr11-p13
FASTKD5,chr20-p13
ELF5,chr11-p13
RCN1,chr11-p13
CCM2,chr7-p13
GXYLT2,chr3-p13
NPC1L1,chr7-p13
PDZRN3,chr3-p13
EBLN2,chr3-p13
AEBP1,chr7-p13
MYL7,chr7-p13
GRXCR1,chr4-p13
ATP8A1,chr4-p13
EHF,chr11-p13
EIF4E3,chr3-p13
QSER1,chr11-p13
MCM10,chr10-p13
GPR27,chr3-p13
PPIA,chr7-p13
H2AZ2,chr7-p13
PURB,chr7-p13
DBNL,chr7-p13
PGAM2,chr7-p13
POLM,chr7-p13
YKT6,chr7-p13
PPP4R2,chr3-p13
PROK2,chr3-p13
PTER,chr10-p13
FAM107B,chr10-p13
KIAA1549L,chr11-p13
PRPF18,chr10-p13
POLD2,chr7-p13
DDX56,chr7-p13
GCK,chr7-p13
SHQ1,chr3-p13
CAMK1D,chr10-p13
COA1,chr7-p13
MRPS24,chr7-p13
URGCP-MRPS24,chr7-p13
URGCP,chr7-p13
UBE2D4,chr7-p13
BEND4,chr4-p13
BEND7,chr10-p13
ZMIZ2,chr7-p13
OGDH,chr7-p13
VIM,chr10-p13
APIP,chr11-p13
PDHX,chr11-p13
SPDYE1,chr7-p13
CCDC73,chr11-p13
DCDC1,chr11-p13
PAMR1,chr11-p13
CD44,chr11-p13
NAT10,chr11-p13
C11orf91,chr11-p13
CD59,chr11-p13
FBXO3,chr11-p13
MDFIC2,chr3-p13
PAX6,chr11-p13
MITF,chr3-p13
FOXP1,chr3-p13
RYBP,chr3-p13
TEKT1,chr17-p13.1
PITPNM3,chr17-p13.1
C17orf100,chr17-p13.1
SLC13A5,chr17-p13.1
TXNDC17,chr17-p13.1
KIAA0753,chr17-p13.1
MED31,chr17-p13.1
FAM234B,chr12-p13.1
FBXO39,chr17-p13.1
RICTOR,chr5-p13.1
PLCXD3,chr5-p13.1
XAF1,chr17-p13.1
C7,chr5-p13.1
FBXO4,chr5-p13.1
GHR,chr5-p13.1
OXCT1,chr5-p13.1
OSMR,chr5-p13.1
RPL37,chr5-p13.1
DAB2,chr5-p13.1
SLC25A51,chr9-p13.1
SHB,chr9-p13.1
MROH2B,chr5-p13.1
CARD6,chr5-p13.1
C9,chr5-p13.1
SEMA4F,chr2-p13.1
TTC33,chr5-p13.1
SLC4A5,chr2-p13.1
LIFR,chr5-p13.1
TNFSF12,chr17-p13.1
TNFSF12-TNFSF13,chr17-p13.1
SENP3,chr17-p13.1
SENP3-EIF4A1,chr17-p13.1
CD68,chr17-p13.1
MPDU1,chr17-p13.1
SOX15,chr17-p13.1
FXR2,chr17-p13.1
SHBG,chr17-p13.1
SAT2,chr17-p13.1
ATP1B2,chr17-p13.1
EFNB3,chr17-p13.1
PTGER4,chr5-p13.1
WRAP53,chr17-p13.1
TP53,chr17-p13.1
EIF4A1,chr17-p13.1
PLSCR3,chr17-p13.1
TMEM256-PLSCR3,chr17-p13.1
TMEM256,chr17-p13.1
NLGN2,chr17-p13.1
SPEM1,chr17-p13.1
SPEM2,chr17-p13.1
SPEM3,chr17-p13.1
TMEM102,chr17-p13.1
FGF11,chr17-p13.1
CHRNB1,chr17-p13.1
ALDH1B1,chr9-p13.1
TMEM88,chr17-p13.1
IGFBPL1,chr9-p13.1
CYB5D1,chr17-p13.1
FAM95C,chr9-p13.1
TRAPPC1,chr17-p13.1
ANKRD18A,chr9-p13.1
CNTROB,chr17-p13.1
GUCY2D,chr17-p13.1
ALOX15B,chr17-p13.1
ALOX12B,chr17-p13.1
HES7,chr17-p13.1
PER1,chr17-p13.1
VAMP2,chr17-p13.1
TMEM107,chr17-p13.1
BORCS6,chr17-p13.1
AURKB,chr17-p13.1
CTC1,chr17-p13.1
PFAS,chr17-p13.1
SLC25A35,chr17-p13.1
RANGRF,chr17-p13.1
ARHGEF15,chr17-p13.1
ODF4,chr17-p13.1
RPL26,chr17-p13.1
CCDC42,chr17-p13.1
MFSD6L,chr17-p13.1
PIK3R6,chr17-p13.1
NTN1,chr17-p13.1
STX8,chr17-p13.1
CFAP52,chr17-p13.1
USP43,chr17-p13.1
FAM240B,chr9-p13.1
GLP2R,chr17-p13.1
RCVRN,chr17-p13.1
MYH13,chr17-p13.1
MYH8,chr17-p13.1
MYH4,chr17-p13.1
MYH1,chr17-p13.1
MYH2,chr17-p13.1
MYH3,chr17-p13.1
SCO1,chr17-p13.1
ADPRM,chr17-p13.1
TMEM220,chr17-p13.1
EMP1,chr12-p13.1
GSG1,chr12-p13.1
PTGFRN,chr1-p13.1
EIF5A,chr17-p13.1
TRIM45,chr1-p13.1
GPS2,chr17-p13.1
VANGL1,chr1-p13.1
NEURL4,chr17-p13.1
ACAP1,chr17-p13.1
ZBTB4,chr17-p13.1
ALOXE3,chr17-p13.1
SLC22A15,chr1-p13.1
NHLH2,chr1-p13.1
WDR54,chr2-p13.1
RTKN,chr2-p13.1
TTF2,chr1-p13.1
INO80B,chr2-p13.1
INO80B-WBP1,chr2-p13.1
WBP1,chr2-p13.1
MRPL53,chr2-p13.1
CCDC142,chr2-p13.1
TTC31,chr2-p13.1
LBX2,chr2-p13.1
PCGF1,chr2-p13.1
TLX2,chr2-p13.1
DQX1,chr2-p13.1
AUP1,chr2-p13.1
NDEL1,chr17-p13.1
CD2,chr1-p13.1
TMEM95,chr17-p13.1
C6,chr5-p13.1
CD58,chr1-p13.1
POLR2A,chr17-p13.1
FYB1,chr5-p13.1
NAT8,chr2-p13.1
TPRKB,chr2-p13.1
DUSP11,chr2-p13.1
C2orf78,chr2-p13.1
KRBA2,chr17-p13.1
DHRS7C,chr17-p13.1
GAS7,chr17-p13.1
HTRA2,chr2-p13.1
GRIN2B,chr12-p13.1
KDM6B,chr17-p13.1
KCTD11,chr17-p13.1
RNF227,chr17-p13.1
ATP1A1,chr1-p13.1
CREBL2,chr12-p13.1
GPR19,chr12-p13.1
APOLD1,chr12-p13.1
DDX47,chr12-p13.1
C5orf51,chr5-p13.1
BOLA3,chr2-p13.1
MOB1A,chr2-p13.1
MTHFD2,chr2-p13.1
GPRC5A,chr12-p13.1
GPRC5D,chr12-p13.1
HEBP1,chr12-p13.1
CDKN1B,chr12-p13.1
IGSF3,chr1-p13.1
PRKAA1,chr5-p13.1
CHD3,chr17-p13.1
ALOX12,chr17-p13.1
RNASEK,chr17-p13.1
RNASEK-C17orf49,chr17-p13.1
C17orf49,chr17-p13.1
BCL6B,chr17-p13.1
SLC16A13,chr17-p13.1
CLEC10A,chr17-p13.1
ASGR1,chr17-p13.1
DLG4,chr17-p13.1
ACADVL,chr17-p13.1
DVL2,chr17-p13.1
PHF23,chr17-p13.1
GABARAP,chr17-p13.1
CTDNEP1,chr17-p13.1
CLDN7,chr17-p13.1
SLC2A4,chr17-p13.1
YBX2,chr17-p13.1
ATF7IP,chr12-p13.1
PLBD1,chr12-p13.1
KCNAB3,chr17-p13.1
NAA38,chr17-p13.1
TNFSF13,chr17-p13.1
PIK3R5,chr17-p13.1
TNK1,chr17-p13.1
LOXL3,chr2-p13.1
DCTN1,chr2-p13.1
MYH10,chr17-p13.1
CASQ2,chr1-p13.1
ACTG2,chr2-p13.1
DGUOK,chr2-p13.1
TET3,chr2-p13.1
DOK1,chr2-p13.1
RNF222,chr17-p13.1
GSG1L2,chr17-p13.1
DNAH2,chr17-p13.1
STAMBP,chr2-p13.1
ELP5,chr17-p13.1
SPDYE4,chr17-p13.1
ASGR2,chr17-p13.1
SLC16A11,chr17-p13.1
SLC35G6,chr17-p13.1
M1AP,chr2-p13.1
C2orf81,chr2-p13.1
ALMS1,chr2-p13.1
MOGS,chr2-p13.1
MAB21L3,chr1-p13.1
CD101,chr1-p13.1
NPIPA1,chr16-p13.11
NTAN1,chr16-p13.11
MPV17L,chr16-p13.11
RAB8A,chr19-p13.11
NPIPA3,chr16-p13.11
CIB3,chr19-p13.11
OCEL1,chr19-p13.11
ABHD8,chr19-p13.11
EPS15L1,chr19-p13.11
PLVAP,chr19-p13.11
ANKLE1,chr19-p13.11
RFXANK,chr19-p13.11
ZNF14,chr19-p13.11
GTPBP3,chr19-p13.11
ZNF101,chr19-p13.11
SLC5A5,chr19-p13.11
ANO8,chr19-p13.11
FAM32A,chr19-p13.11
BABAM1,chr19-p13.11
TSSK6,chr19-p13.11
NDUFA13,chr19-p13.11
NCAN,chr19-p13.11
SUGP1,chr19-p13.11
BORCS8-MEF2B,chr19-p13.11
C19orf44,chr19-p13.11
YJEFN3,chr19-p13.11
USHBP1,chr19-p13.11
CHERP,chr19-p13.11
ATP13A1,chr19-p13.11
CILP2,chr19-p13.11
PBX4,chr19-p13.11
CRTC1,chr19-p13.11
KLHL26,chr19-p13.11
SLC35E1,chr19-p13.11
TMEM161A,chr19-p13.11
ARMC6,chr19-p13.11
COMP,chr19-p13.11
DDA1,chr19-p13.11
TM6SF2,chr19-p13.11
SUGP2,chr19-p13.11
MEF2B,chr19-p13.11
GMIP,chr19-p13.11
ZNF506,chr19-p13.11
HAPLN4,chr19-p13.11
SLC27A1,chr19-p13.11
LPAR2,chr19-p13.11
NPIPA2,chr16-p13.11
NPIPA5,chr16-p13.11
BORCS8,chr19-p13.11
RPL18A,chr19-p13.11
RRN3,chr16-p13.11
SLC25A42,chr19-p13.11
MED26,chr19-p13.11
KLF2,chr19-p13.11
CALR3,chr19-p13.11
NR2C2AP,chr19-p13.11
MARF1,chr16-p13.11
NDE1,chr16-p13.11
IL12RB1,chr19-p13.11
PIK3R2,chr19-p13.11
IFI30,chr19-p13.11
MPV17L2,chr19-p13.11
RAB3A,chr19-p13.11
PDE4C,chr19-p13.11
JUND,chr19-p13.11
LSM4,chr19-p13.11
PGPEP1,chr19-p13.11
LRRC25,chr19-p13.11
SSBP4,chr19-p13.11
ISYNA1,chr19-p13.11
AP1M1,chr19-p13.11
JAK3,chr19-p13.11
NOMO3,chr16-p13.11
CEP20,chr16-p13.11
NPIPA7,chr16-p13.11
ABCC1,chr16-p13.11
BMERB1,chr16-p13.11
MYH11,chr16-p13.11
PGLS,chr19-p13.11
UPF1,chr19-p13.11
GDF1,chr19-p13.11
COPE,chr19-p13.11
DDX49,chr19-p13.11
HOMER3,chr19-p13.11
NIBAN3,chr19-p13.11
HSH2D,chr19-p13.11
MRPL34,chr19-p13.11
ABCC6,chr16-p13.11
CCDC194,chr19-p13.11
BST2,chr19-p13.11
MVB12A,chr19-p13.11
TMEM221,chr19-p13.11
NXNL1,chr19-p13.11
NOMO1,chr16-p13.11
PDXDC1,chr16-p13.11
NR2F6,chr19-p13.11
ARRDC2,chr19-p13.11
CCDC124,chr19-p13.11
FKBP8,chr19-p13.11
KXD1,chr19-p13.11
UBA52,chr19-p13.11
CRLF1,chr19-p13.11
REX1BD,chr19-p13.11
TMEM59L,chr19-p13.11
NWD1,chr19-p13.11
SIN3B,chr19-p13.11
F2RL3,chr19-p13.11
CPAMD8,chr19-p13.11
HAUS8,chr19-p13.11
CERS1,chr19-p13.11
MYO9B,chr19-p13.11
GATAD2A,chr19-p13.11
MAU2,chr19-p13.11
USE1,chr19-p13.11
ZNF253,chr19-p13.11
IQCN,chr19-p13.11
MAST3,chr19-p13.11
SMIM7,chr19-p13.11
TMEM38A,chr19-p13.11
COLGALT1,chr19-p13.11
UNC13A,chr19-p13.11
MAP1S,chr19-p13.11
B3GNT3,chr19-p13.11
INSL3,chr19-p13.11
FCHO1,chr19-p13.11
GDF15,chr19-p13.11
ELL,chr19-p13.11
KCNN1,chr19-p13.11
CPPED1,chr16-p13.12
PARN,chr16-p13.12
SHISA9,chr16-p13.12
DDX39A,chr19-p13.12
ADGRE5,chr19-p13.12
OR7C1,chr19-p13.12
SYDE1,chr19-p13.12
CCDC105,chr19-p13.12
ADGRE2,chr19-p13.12
GIPC1,chr19-p13.12
OR7C2,chr19-p13.12
CYP4F2,chr19-p13.12
ADGRE3,chr19-p13.12
CYP4F12,chr19-p13.12
PTGER1,chr19-p13.12
BFAR,chr16-p13.12
TPM4,chr19-p13.12
ILVBL,chr19-p13.12
CYP4F8,chr19-p13.12
PGLYRP2,chr19-p13.12
ZNF333,chr19-p13.12
CASP14,chr19-p13.12
OR10H4,chr19-p13.12
RASAL3,chr19-p13.12
CYP4F22,chr19-p13.12
CYP4F3,chr19-p13.12
MRTFB,chr16-p13.12
PLA2G10,chr16-p13.12
CLEC17A,chr19-p13.12
PKN1,chr19-p13.12
TECR,chr19-p13.12
NDUFB7,chr19-p13.12
DNAJB1,chr19-p13.12
NOTCH3,chr19-p13.12
EPHX3,chr19-p13.12
RFX1,chr19-p13.12
RLN3,chr19-p13.12
IL27RA,chr19-p13.12
PALM3,chr19-p13.12
C19orf67,chr19-p13.12
SAMD1,chr19-p13.12
PRKACA,chr19-p13.12
ASF1B,chr19-p13.12
OR7A5,chr19-p13.12
ERCC4,chr16-p13.12
WIZ,chr19-p13.12
BRD4,chr19-p13.12
AKAP8,chr19-p13.12
AKAP8L,chr19-p13.12
CC2D1A,chr19-p13.12
OR10H2,chr19-p13.12
OR10H5,chr19-p13.12
OR10H3,chr19-p13.12
OR1I1,chr19-p13.12
OR10H1,chr19-p13.12
OR7A10,chr19-p13.12
OR7A17,chr19-p13.12
PODNL1,chr19-p13.12
CYP4F11,chr19-p13.12
SLC1A6,chr19-p13.12
MISP3,chr19-p13.12
ADGRL1,chr19-p13.12
DCAF15,chr19-p13.12
NANOS3,chr19-p13.12
BRME1,chr19-p13.12
TNFRSF17,chr16-p13.13
RSL1D1,chr16-p13.13
GSPT1,chr16-p13.13
SNX29,chr16-p13.13
NPIPB2,chr16-p13.13
ZC3H7A,chr16-p13.13
CLEC16A,chr16-p13.13
RMI2,chr16-p13.13
TNP2,chr16-p13.13
PRM3,chr16-p13.13
PRM2,chr16-p13.13
PRM1,chr16-p13.13
SNN,chr16-p13.13
TEKT5,chr16-p13.13
NUBP1,chr16-p13.13
TVP23A,chr16-p13.13
DEXI,chr16-p13.13
FARSA,chr19-p13.13
RAD23A,chr19-p13.13
GADD45GIP1,chr19-p13.13
LYL1,chr19-p13.13
ZNF490,chr19-p13.13
ZNF791,chr19-p13.13
MAN2B1,chr19-p13.13
WDR83,chr19-p13.13
WDR83OS,chr19-p13.13
GNG14,chr19-p13.13
FBXW9,chr19-p13.13
TRIR,chr19-p13.13
GET3,chr19-p13.13
BEST2,chr19-p13.13
JUNB,chr19-p13.13
PRDX2,chr19-p13.13
RNASEH2A,chr19-p13.13
MAST1,chr19-p13.13
DNASE2,chr19-p13.13
HOOK2,chr19-p13.13
TXNDC11,chr16-p13.13
CIITA,chr16-p13.13
LITAF,chr16-p13.13
EMP2,chr16-p13.13
NACC1,chr19-p13.13
STX10,chr19-p13.13
IER2,chr19-p13.13
CACNA1A,chr19-p13.13
SOCS1,chr16-p13.13
CALR,chr19-p13.13
YJU2B,chr19-p13.13
MRI1,chr19-p13.13
C19orf53,chr19-p13.13
TRMT1,chr19-p13.13
RTBDN,chr19-p13.13
DAND5,chr19-p13.13
GCDH,chr19-p13.13
SYCE2,chr19-p13.13
THSD8,chr19-p13.13
TNPO2,chr19-p13.13
